1507	345000
3569	670000
2715	560000
1879	480000
1959	357000
1353	218500
2947	498000
1658	239000
1386	235000
1627	365000
1982	369000
3425	595000
1853	330000
2490	540000
2022	450000
3628	525000
3559	685000
2428	326000
2740	480000
1941	297000
1796	387000
2578	479000
2069	440000
3041	592000
1753	300000
3104	815000
1282	280130
1478	370000
2630	399000
3625	569000
1889	420000
2482	449800
1698	265000
1110	233450
1406	285000
2386	402000
2879	449000
1671	360000
2254	400000
2258	357000
3446	470000
1663	295000
1698	312000
4945	776000
2655	459900
1952	205275
3400	679000
1647	317000
1443	235000
1633	355000
4775	785063
1716	325000
1464	230000
2213	440000
1029	255000
3711	693967
4457	1019800
3972	520000
2771	364000
3170	580000
1698	283000
1710	300000
920	250000
3180	415000
1417	315000
3479	505000
1408	255000
3696	602550
4361	639000
4685	709000
1765	380000
1794	335000
3106	595000
2238	292500
3345	540000
1637	360000
3079	630500
2156	480000
3362	560000
1225	192000
1166	226000
1585	242000
2190	405000
775	178000
1418	351000
2766	400000
2074	324000
2512	454000
1967	325000
1130	270000
1221	335000
2614	510000
1591	275000
1542	360000
1542	360000
1719	338000
2166	355000
1624	300000
1825	320000
1329	180000
1948	370000
2623	790000
1637	265000
1637	265000
2651	345000
1103	268000
1543	350000
2606	424000
2671	485000
3106	560000
1502	335000
2000	363000
1055	236000
2181	395000
2244	469000
3940	642000
2488	399999
1594	290000
2783	430000
2067	360000
1555	290000
1176	272000
1633	275000
1891	355000
1891	355000
2366	500000
2001	290000
2444	367000
1660	339800
2468	355000
2469	610000
2112	270000
2760	385000
1912	245000
3775	610000
1966	405000
2327	485000
2801	425000
1869	329000
1946	345000
2112	410000
3976	810000
3282	460000
2740	429000
5227	1100000
1400	269900
2775	465000
3894	650000
2112	425000
2112	425000
2644	460000
1660	299900
1911	362500
3357	610000
720	225000
2939	573000
1852	280000
3000	665000
1648	380000
1632	360000
2748	501575
2187	475000
1057	305000
3213	635000
2289	393000
1815	365000
4150	765000
2639	405000
2896	585000
2504	449900
2414	405000
1894	420000
3976	740000
1559	390000
1559	390000
1540	320000
1936	435000
2793	535000
2708	559900
4079	710000
1873	375000
2294	450000
2344	407000
4286	1050000
1784	87450
3123	630000
1165	260000
1991	395000
1873	370000
1189	229000
3375	575000
3830	495000
3627	620000
2428	406000
2428	406000
4036	650000
3293	460110
2467	400000
2347	360000
3378	590000
1813	310000
2046	340000
2268	440000
1440	330000
2032	345000
2070	400000
1594	392500
1440	376500
3007	472000
3180	460000
3296	515000
1957	424000
2895	462900
2456	455000
2285	368900
1543	382000
2084	380000
2084	380000
2748	507000
3870	494900
1805	337450
1764	347500
2603	490000
3576	553000
1552	315000
4019	845000
1739	350000
1700	330000
3475	570000
2925	650000
2520	530000
1853	297000
2127	390000
2174	440000
1633	357500
4596	1425000
1907	316900
3503	465000
1658	285000
1256	296500
970	212000
3369	560000
920	242500
2395	535000
3925	758000
3582	565000
1766	335000
3143	509000
3686	710000
3864	570000
2266	467000
1304	250000
1721	265000
2723	540000
4080	567000
1750	365000
1750	365000
1870	312500
1533	396000
9400	2196000
1944	382000
2700	571430
2356	412000
1628	370000
1347	265000
1475	238000
1797	405000
3338	650000
1828	350000
7941	2700000
2163	185000
2887	610000
2594	510000
1496	329900
3044	645000
5603	1750000
3500	630500
2475	472500
1948	382000
6418	1750000
2917	475000
1709	349000
1984	365000
2519	460000
1997	445000
2188	355000
1694	316000
3344	442000
1906	369900
3395	535000
2637	400000
700	215000
1797	340000
2264	433000
1444	259000
1623	315000
1446	260000
3417	690000
2790	298000
2891	540000
2352	478000
2011	280000
1570	305000
3655	612000
2896	630000
1161	295000
1881	374000
1118	250000
2521	425000
3254	395000
2049	260000
2235	280000
3063	517000
3674	520000
1454	279000
1471	345000
1300	300000
936	238000
2890	632000
1368	335000
4222	1125000
3548	572500
3690	875000
3412	615000
3062	478000
2262	380000
1355	288000
2213	337000
1452	279900
1587	215000
991	158000
2079	389000
2022	375000
2935	539000
2445	505000
1481	295000
1466	300500
2091	390000
1886	406500
3247	727000
1600	415000
1543	280000
3060	445000
1777	351500
2698	460000
2698	460000
2250	350000
3466	847500
1220	200000
878	225000
1089	247000
2209	382000
1950	267000
1480	355000
2058	355000
1613	286000
1614	310000
2527	495000
2940	415000
4474	800000
2239	547000
3370	730000
2311	424500
1557	300000
3127	590000
1448	260000
1408	328000
2870	465000
2401	405000
2010	285000
2917	571000
1507	245000
2189	416000
1701	248900
1294	265000
888	183000
3286	579000
3096	510000
1994	368000
2113	380000
2113	380000
1790	367000
3312	425000
2116	410000
1948	376500
1118	301000
2979	585000
2748	460000
1889	390000
3263	552000
1632	378000
1716	367000
1815	395000
2342	419000
3740	527000
2669	300000
2041	450000
2317	375000
2014	352000
2898	481100
1652	290000
2919	540000
2691	530000
1776	332000
1473	334900
1799	309750
5662	1525000
1218	214500
1359	269900
1827	360000
1868	359900
3123	670250
2122	330000
2595	439000
2122	360000
1662	245000
1739	354000
2830	480000
2176	445000
2806	505000
1221	326000
2685	335000
1869	276000
1647	329900
1790	380000
2679	480000
1479	315000
2847	515000
3217	609000
3013	505000
1504	290000
1849	306200
1503	273000
1052	295000
2609	429900
2005	415000
2661	412000
2629	625000
1850	402500
2332	422500
3052	655000
5000	1075000
1549	325000
3296	490000
2674	427000
1751	200000
1704	378527
2259	430000
1622	355000
2054	370000
1929	367000
3135	587500
1721	377000
2017	295000
2896	485000
3214	468800
1468	234000
2071	399000
4131	630000
1452	130000
1403	305000
1056	217000
1583	265000
1606	373000
1636	310000
3254	605000
1691	325000
2884	490000
1164	265000
1569	325000
2443	461000
1199	335000
1717	350000
1397	336900
4672	975000
2113	435000
1712	295000
1929	388000
1590	359000
2254	417500
2080	365000
2520	325000
1919	359000
4072	680000
4008	535000
1501	299000
2513	410000
2296	582000
1616	405000
1437	252000
1784	280000
2216	396000
2735	435000
2069	464000
1296	265000
1195	280000
1326	255000
1547	375000
1757	350000
2848	512500
1346	137845
1674	400000
2022	410000
3000	690000
1709	369900
2913	655000
4109	842500
2409	395000
2967	490000
2160	385000
1077	245980
2656	515000
2102	487000
1781	340000
2352	410000
2129	382000
1691	405000
2216	400000
2045	360000
1606	290000
2799	385000
1897	375000
1547	398000
1933	350000
2580	530000
2024	312000
1751	402500
1770	335100
2616	364000
2062	380000
1144	245000
2570	520000
3186	518000
1562	300000
2065	359000
1242	315000
3446	550000
2722	450000
2876	570000
2825	559900
3010	618000
2360	465000
2608	405000
1527	385000
2038	410000
2496	510000
8658	2550000
1752	320000
2266	382500
1596	305000
2589	360000
4077	695000
2748	427500
2110	396500
2256	335000
2999	496000
4092	589900
2659	435000
3099	505000
2506	480000
1771	335000
2309	414000
971	187000
1247	250000
1189	275000
2165	327000
1325	315000
1608	330000
3262	585000
2954	450000
2067	352500
1516	210000
2216	385000
3536	530000
5288	897000
2680	476000
3320	500000
2525	400000
4012	676500
2092	405000
2620	487500
1856	270000
3126	475000
2102	420000
1624	380000
2106	368000
1040	220000
875	204000
1813	278000
2707	460000
3148	440000
2350	485000
3301	732000
1007	190000
2463	419000
1938	500000
2870	454990
3957	594110
1495	362500
1219	295000
1200	256000
1942	400000
3192	475000
3871	816000
1824	372500
1169	265000
1838	332000
2839	458000
3344	470000
2512	407225
3500	730000
3164	488000
1562	280000
1929	280000
2940	420000
1315	360000
3298	710000
1648	319111
1665	338000
2339	462000
2151	380000
1461	300000
1595	365000
1655	355000
2798	630000
3600	475000
2625	610000
2205	385000
1667	295000
2712	545000
2267	445000
2784	425000
1448	315000
4316	485000
1514	209000
6000	2050000
1535	360000
1747	278000
4709	850000
3247	515000
2430	425000
1502	352000
2816	610000
1221	230000
1572	308000
2870	440000
1859	423000
1563	350000
1389	275000
2798	575000
1166	232500
1300	290000
1583	335000
4107	913000
2843	400534
1669	343000
2395	401000
4161	770000
1288	269000
5534	1060000
1676	365000
1542	377000
883	174000
3348	540000
1928	322000
3980	742500
2076	385000
3142	770000
2830	532000
2865	492250
3217	610000
1400	300000
2904	640000
2352	468000
1822	385000
2846	629000
1302	203000
3053	600000
2358	326000
793	225000
2846	494000
3020	695000
888	225000
2616	516000
2332	462500
5157	1100000
2889	587000
920	252700
1370	250000
1444	265000
3005	490000
1861	385000
1416	290000
5054	689000
3034	430000
2345	487500
1868	350000
1576	295000
5204	890000
1146	240500
2053	360000
2225	400000
1628	379000
2428	407000
2222	383500
2740	420000
2757	615000
4872	1026000
1578	335000
1356	379000
1636	220000
2136	393000
2119	405000
2091	361000
2753	430000
2181	409900
878	222000
872	123000
2116	420000
1722	325000
1824	425000
2440	470000
2040	410000
2000	527500
4184	675000
3650	740000
3512	399999
2804	470000
1637	315000
4123	650000
2499	390000
3652	585000
2393	395000
2130	450000
1567	375000
1404	245000
1271	345000
4242	635000
3284	659000
2115	435000
1952	375000
1952	375000
3511	880000
2200	358000
2339	395000
1993	385000
1573	305000
1516	290000
1103	260000
2740	401000
2777	680000
2308	387000
1982	402500
1388	246000
1984	417500
1479	358000
1456	300000
3111	535000
1366	288000
1709	373000
2164	435000
933	173500
3048	465000
1837	350000
2213	430000
1155	250000
1771	330000
2008	485000
2176	402000
684	150000
1250	263000
2189	395000
2289	470000
2823	576000
2035	340784
2971	480000
2368	355000
1169	262000
3215	485000
1624	295000
1606	340000
2058	475000
1860	446000
1850	400000
1730	314000
2444	545000
1222	351000
2644	440000
2627	420000
3776	985000
1658	259900
2453	385000
2562	422500
1736	415000
1822	420000
2070	386000
1355	180000
2259	375000
2436	480000
2536	620000
3005	524000
2793	450000
1989	350000
1875	356000
3215	465000
1930	488000
2032	350000
1862	390000
1690	399000
3793	820000
1401	305000
3156	447500
2969	505000
1637	369200
2319	355089
1246	255000
2106	407500
2166	365000
3420	640000
4049	800000
1667	340000
2598	467414
1663	275000
2262	280000
1000	222000
1929	415000
1624	367600
2614	515000
1519	310000
1412	369000
1404	200000
2175	430000
2299	406500
2615	485000
1554	270000
2504	367500
1776	310000
1824	310000
6912	1695000
2749	550000
1615	325000
2170	431000
1868	400000
1652	370000
2919	430000
1712	350000
3170	575000
2608	409000
2200	389000
897	235250
2054	360000
1560	315000
1456	280000
4246	750000
2231	358000
4247	639000
1146	221000
2296	475000
2183	440000
1400	314900
2182	460000
2691	585000
1840	328000
1792	279900
4552	595000
2397	475000
1829	376499
1850	389000
3622	525000
1471	325000
1920	310000
2100	290000
2092	380000
1734	340000
1519	315000
3789	665000
2350	430000
2824	415000
1498	205000
3354	325000
2854	465000
1542	225000
2052	365000
2172	379000
1760	367775
2630	410000
2258	395000
1726	350000
2132	383000
3122	505000
1387	342000
2552	510000
1344	330000
2044	385000
990	250000
3783	640000
3179	610000
2381	365000
3971	560000
3540	610000
2350	357900
1453	332000
2912	655000
3317	640000
1790	335000
1965	413500
1258	327000
2139	450000
1687	283000
1597	361000
3696	498000
1989	385500
3162	484900
1384	200000
1384	200000
2598	245000
1935	370000
1290	282500
3919	560000
1077	275000
1572	349000
1718	375000
2181	468000
1378	204000
1950	290000
2400	435000
1315	347000
1520	341025
716	135000
1464	319900
3170	540000
1577	370500
1541	368000
1492	323000
2289	442000
1961	295000
1559	380000
2686	505000
3131	450000
2102	345000
3954	1150000
1888	440000
1582	328000
3447	670000
1877	455000
1965	305000
1635	315000
1867	387000
1433	220000
2267	420000
1723	309400
2390	495000
1771	355000
1771	355000
2955	370000
2345	322500
1731	362000
3118	435000
3262	575000
3169	500000
1410	285000
3888	730000
3789	570000
1246	315000
2023	475000
2717	525000
2504	465000
1431	295000
2674	449900
5153	871500
1344	315000
1868	527500
2607	385000
2298	507000
1708	339000
1462	247000
2251	400000
2330	365000
3375	420000
2673	520000
1517	320000
2255	466000
1254	190000
1392	300000
1760	275000
2234	365000
1399	275000
2228	367000
1402	260000
2555	600000
2760	476500
2312	470000
1176	220000
1971	467000
1635	394000
2830	578000
2488	405000
2953	430000
1190	349900
1356	258000
1132	163000
1933	353000
1188	250000
2054	399990
1831	245000
1511	271999
1442	365000
1582	349500
2858	705305
1830	350000
3288	593000
920	177000
1170	230000
2312	440000
2954	500000
1663	355000
3654	1150000
4217	577500
2347	392000
2390	655850
2599	650000
1150	270000
1252	235000
1720	335000
2103	407000
2543	416000
2880	393000
1555	412500
1956	400000
1700	343000
1966	279900
2166	277000
3622	470000
2191	370000
1713	296000
2180	406000
2810	479000
1274	260500
1473	314000
2824	437500
1860	372000
1720	342000
1746	335000
3830	530000
2507	425000
3329	565000
4235	980000
3039	455000
1748	327000
3157	580000
2840	630000
2412	395000
1208	315000
2880	360000
2036	460000
1312	272500
2549	330000
2175	440000
1611	255000
1412	330000
3171	760000
3814	755000
3184	426000
2875	420000
3579	480000
1615	294000
4249	775000
2830	517500
1580	335000
1615	327000
1866	415000
1672	310000
2830	590000
2038	335000
2103	290000
1611	395000
2223	398000
2708	485000
1391	312500
3500	550000
2312	400000
2078	438000
4577	585000
2425	420000
1517	280000
1517	305000
2204	410000
1693	294500
6014	1748000
1280	290000
1687	330000
3330	625000
1602	310000
1387	342900
1404	350000
2391	412500
2352	390000
1438	343000
2699	345000
3800	540000
1038	208000
1351	230000
1526	335000
3374	465000
1776	365000
1992	400000
2846	477000
3100	432000
990	260000
2102	435000
3562	575000
1517	300000
1953	385000
1577	370000
1727	358000
3410	485000
2879	440000
2835	544900
1984	391000
1632	376200
1823	215000
3373	362250
2987	605000
2156	260000
2496	395000
2332	420000
1370	310000
3273	645000
3345	460000
4509	720000
2305	207000
2168	370000
2587	590000
1982	370000
1944	425000
1947	354500
3123	400000
1478	270000
1440	235000
3001	444000
1476	270000
2500	480000
2582	450000
3696	762500
1416	338000
1866	465000
2573	492000
1975	320000
1315	355000
1418	320000
3429	642000
2630	476000
2830	539000
1917	330000
2798	425000
897	215000
2188	315000
2783	595000
3439	649900
2241	290000
2810	555000
2986	510000
2328	554000
1000	171500
2076	409900
1746	225000
2192	420000
1880	354375
2362	380000
1438	270450
1850	279000
1753	330000
3446	535000
2240	470000
2180	384000
2709	476500
1096	230000
2010	442000
1878	375000
2853	620000
1466	245000
3250	655000
1719	255000
4264	572250
1590	353000
2989	525000
2100	380000
2655	425000
5450	805000
2378	320000
1978	325000
960	240000
1529	26700
1196	230000
2769	380000
3161	850000
3123	470000
1403	311000
2732	479900
3091	441000
1798	275000
878	137000
1679	340000
1218	230000
1891	350000
1891	350000
920	218900
3872	644500
2119	371790
1414	315000
1819	375000
1756	322000
3326	760000
1511	345000
1863	362500
2740	500000
1296	220000
2188	305000
1878	320000
2009	220000
4249	728000
2443	515000
2667	585000
2770	530000
1578	315000
1776	385000
3525	545000
1764	310000
7450	900000
3613	850000
4264	588000
1452	270000
4089	593000
6377	1225000
6271	1700000
3290	590000
1667	329000
2846	463000
2258	372500
1606	365000
1408	290000
2785	560000
1941	110450
2873	340000
2160	312000
1825	365000
2610	405000
2880	410000
1633	318000
1648	298000
2222	421000
1440	345000
1731	360000
1640	245000
969	308000
2366	370000
2067	367500
1578	354500
1889	400000
1889	400000
3156	365000
3084	640000
1644	339000
1833	355000
1094	215000
2084	343900
3348	655000
3007	569900
3480	580000
1130	275000
2074	345000
1967	353000
1683	265000
1865	320000
1149	223000
2759	450000
2842	479954
2139	389000
2089	375000
2113	385000
3587	695000
2984	440000
1597	335000
2008	345000
1590	341000
1347	264000
1220	282000
2525	390000
2149	390000
2162	505000
2450	440000
1846	377000
2208	436500
2521	505000
3789	575000
2470	497000
1543	328000
1130	290000
1632	195000
2114	375000
2069	370000
1515	240000
1690	360000
1248	280000
2435	539000
3307	469000
3775	535000
1771	280000
2208	425000
1961	284000
3820	485000
1570	280000
1582	300000
2556	450000
2667	469500
2512	422000
1493	337000
2123	375000
2489	520000
1350	317500
1834	300825
2134	435000
3744	595000
2678	426000
2800	750000
1590	225000
3377	682000
1753	368000
1570	285000
2507	445000
3545	650000
2949	485000
991	187000
2603	575000
2843	525000
3488	760000
1778	357000
1552	284400
2740	399000
4371	744339
2324	443000
1882	416500
1188	260000
1941	275000
1200	306900
2115	398000
2947	450000
2847	425000
2200	420000
2042	384900
1771	350000
2209	395000
1795	375000
3430	441000
2524	505000
2390	410088
3148	415000
2100	356000
1611	240000
1840	235000
1514	210000
3665	860000
2409	380000
2314	440000
2386	400000
1107	250000
2672	565200
2908	650000
1842	269900
1958	385000
1768	295000
1543	360000
1919	300000
720	158000
1475	290000
1688	356000
1390	380000
1390	398000
1817	435000
2337	390000
2299	395000
3671	490000
1473	315000
2378	350000
3696	650000
3329	491000
4111	730000
1529	350000
1680	280000
1680	280000
2120	379900
4283	805000
1108	275500
3611	560000
2804	430000
2358	436900
1683	322000
2672	548000
3417	450000
1480	344000
1826	406430
1514	207000
2248	402500
1606	330000
2740	457500
2339	378000
3524	510000
1920	345000
1825	369000
1885	305000
3166	425000
2876	600000
2639	425000
2262	458000
3189	600000
2569	425000
2800	435000
2626	485000
3263	812500
1236	312000
1624	339900
2566	535000
2547	514500
2160	450000
4200	965000
1285	193000
1007	272500
2630	395000
2208	367000
1599	319275
1778	335000
2233	375000
3107	610000
2895	415000
1648	355000
1642	325000
2000	375000
1095	258000
1572	347000
1732	390000
3561	560000
2235	465000
1624	370000
1765	277500
1616	419900
2754	540000
1586	380000
1373	245000
2941	542000
4500	618000
3688	620000
2561	395000
2378	480000
2658	387000
1264	256000
1889	429000
2142	310000
1378	350000
1384	290000
1797	355000
3071	640000
2098	405001
1855	357500
1350	310000
4558	925000
1387	330000
1542	375000
3035	565000
5009	1445000
1500	289000
2993	425000
1893	299900
4080	935000
1635	319000
1956	375000
1639	331000
2281	460000
1340	225000
1608	329900
3936	679000
2132	350000
3427	478000
3561	632500
3748	935000
2075	415000
3959	695000
1781	342000
1792	306000
2769	606000
2481	502000
963	185000
4292	900000
1759	387000
2846	550000
3122	485000
2744	455000
1238	298000
1802	420000
1816	350000
2392	425000
1882	405000
1904	350000
3696	630500
1192	240000
1297	297000
2176	475000
2119	380100
1209	228000
2070	349900
1891	353000
2148	399000
2312	450000
1764	380000
3733	650000
2835	523000
1300	280000
1662	415000
1498	395000
2601	415000
2532	433000
2596	437500
1760	277000
3350	585000
3585	550000
3106	495000
2495	252840
2503	415000
2821	465000
3856	540000
4275	1050000
1150	212000
3065	470000
1505	330000
1615	397500
3080	438000
1836	400000
3632	550000
1672	371000
1571	272000
3284	530000
3284	530000
2087	399900
2348	393000
2665	452500
3453	495000
1709	355000
2052	208000
1986	395000
1256	275000
2604	450000
2604	450000
1567	380000
2189	415000
2443	520000
3025	440000
3782	810000
1794	412000
1723	310000
2290	367000
1616	285000
1965	360000
2484	470000
3364	570000
1418	390000
1277	250000
2572	440000
1355	250000
1477	375000
1477	375000
3156	700000
1860	380000
2053	388000
1723	296000
1692	355000
3912	499990
2215	435500
2799	372750
2315	490000
2048	289500
2500	357129
878	229000
1060	232000
1691	290000
2375	515000
1176	266000
2742	475000
1953	350000
2065	448000
3117	875000
2256	440000
5868	1325000
1572	300000
1953	400000
4128	640000
1874	349000
942	150000
1401	285000
3622	510000
1344	300000
1950	462500
2304	401500
1821	395000
1733	250000
1590	325000
3002	670000
1606	398000
1004	207000
1528	232500
1731	345000
2812	700000
3211	575000
2000	395000
2801	600000
3783	535000
2107	305000
1997	457000
4339	815000
2022	510000
1553	295000
5200	932000
2000	408000
1965	317500
2633	410000
1429	259000
3075	484500
1258	250000
2388	399900
4180	1135000
2524	493000
2428	301259
2951	430000
3201	455000
3410	520000
1917	378000
1600	356000
1600	356000
2654	292700
1416	410000
3547	480000
2056	382500
1944	350000
2468	485000
1404	357500
3300	590000
1416	350000
3634	631000
1939	225000
2271	382000
2128	435000
2124	510000
2225	415000
2138	467000
3123	643150
2058	447500
1252	330000
1515	220000
3336	600000
5884	1100000
3284	540000
1632	355000
1452	245000
1674	325000
3314	520000
2437	448000
1517	315000
2800	675000
900	195000
2850	562000
3260	610000
1622	352500
2384	476137
2358	440000
3674	669000
1890	310000
1520	320000
1623	300000
2637	440000
2962	430000
2191	390000
1293	265000
3794	820000
1470	330000
1632	350000
2242	480000
1814	330000
2276	357700
1982	358000
2004	420000
2157	510000
2777	451500
1637	358000
2177	600000
1506	265000
3087	685000
2286	435000
2290	465000
2355	335000
3741	550000
2722	389900
1648	233500
2059	342000
3976	815000
2567	475000
5204	750000
3263	566500
1400	315000
2126	418000
1476	289000
2391	444000
5117	775000
1390	386500
2339	445000
4183	605000
1609	319900
1876	315000
2516	390000
3501	615000
3306	510000
2637	422000
1900	370000
2509	459900
1731	389000
2368	430000
1582	305000
2143	405000
1120	207000
1860	428000
2305	420000
2865	455000
3118	475000
3104	526250
1532	395000
2156	395000
2254	340000
1484	295000
3191	450000
2800	460000
10174	3200000
2314	390000
3447	520000
1389	285000
1600	284900
2910	590000
1590	391000
3155	521000
1531	295000
2347	405000
2103	420000
3512	543000
3393	530000
2092	345000
1582	340000
1569	270000
1569	270000
2426	450000
1771	390000
2660	585500
1999	342014
1767	344885
650	132000
1329	270000
1740	300000
2185	374000
1530	265000
1355	213500
3066	540000
1570	240000
1420	390000
3000	466000
1548	336000
1755	350000
1889	415000
1658	365000
3030	488000
2248	345000
1868	375000
1959	298000
2313	568000
3424	505000
1462	288900
2040	365900
1473	202500
2659	485000
2300	559000
2132	390000
3479	499000
2134	515000
1452	275000
1633	351000
1449	348000
2604	448000
2392	479000
1744	315000
1627	340000
4451	830000
1572	380000
2600	385000
2119	459000
873	254000
3696	785000
1377	225000
1812	344000
2071	410000
1796	280000
2115	455000
2486	460000
1635	328000
2410	485000
1742	349000
1684	355000
1731	362500
3124	585000
3061	559000
1479	285000
1115	219900
2015	340000
2543	380000
1788	469000
3200	697500
2573	395000
2220	465000
5065	1000000
1387	320000
2604	419000
1964	440000
1626	349000
2135	390000
2423	410000
1878	180000
1748	225000
1024	194000
2910	605000
3796	464000
2208	360000
3339	510000
2290	388000
1267	265000
1473	323300
3773	532000
3108	569400
2323	330000
1731	350800
1200	275000
3000	687500
1633	293000
3111	512500
2148	305000
5966	1280000
2134	489850
2362	385000
1656	270000
2708	445000
3833	660000
2525	463000
1889	275000
1763	415000
1608	254000
1672	350000
1148	207000
2852	700000
2207	335000
858	248000
3980	560000
2207	420000
1751	415000
1400	261000
2050	462500
2102	445000
1242	300000
1560	273000
2754	554000
1117	253000
1801	312000
2556	449000
1483	317500
1552	399000
2329	345000
1702	324900
1590	365000
1660	352500
2368	515000
2532	420000
2008	360000
2718	490000
2501	445000
1516	269900
2554	456000
2202	381000
930	240000
1666	285000
1742	142000
1704	285000
2694	525000
1283	265000
1519	177500
1498	260000
2898	435000
3446	580000
971	120000
1477	347999
2693	630000
2291	365000
2014	368000
2368	445000
1768	393000
1034	284500
1072	205000
3778	570000
3294	445000
2288	410000
1802	450000
1975	435000
1954	305000
1628	301000
1606	380000
2830	585000
3085	525000
2962	440000
2216	415000
2216	415000
1511	330000
1764	320000
2892	688500
2104	385000
2118	455000
1185	215000
1629	300000
2142	575000
3092	540000
1344	334000
3256	572500
3860	498500
2968	615000
3520	670000
2749	500000
1292	345000
2326	489000
2314	392000
2405	530000
3512	551000
3760	525000
2762	480000
1817	355000
2562	435000
2238	415000
1986	347000
1125	259000
2320	460000
1191	324000
4320	1200000
2506	510000
2002	400000
2873	460000
2109	525000
1891	345000
1611	375000
860	207000
2848	424000
2088	378000
2188	403000
1103	237000
2805	470000
2276	549000
1246	299000
3697	460000
1254	270000
2296	360000
1902	381000
1632	365000
1632	365000
1517	277000
1819	400000
1819	400000
1991	425000
1339	370000
1380	240000
888	210000
1528	354000
1629	315000
2000	410000
1024	243000
1355	225000
1965	369900
1280	280000
3958	815000
1233	240000
1562	250000
2962	496000
2745	420000
2038	480000
1834	265000
2488	410000
2443	598000
2198	455000
3530	690000
1504	310000
1751	366000
1648	390000
1648	390000
2476	475650
2247	374000
1747	285000
1685	395000
1482	325000
4865	745000
